fraud_amount,time_to_withdrawal,is_high_risk,complaint_hour,day_of_week,is_night,log_fraud_amount,amount_bucket_encoded,type_Credit Card Fraud,type_Fake Loan App,type_OTP Scam,type_Online Shopping Scam,type_Phishing,type_UPI Fraud,victim_city_encoded
-0.7882905456697042,-0.762846677607713,0,0.8594091658341481,-1.4907017839697994,0,-1.5588093592553458,0,False,False,False,False,False,True,2
0.5920374032692254,0.0683490942565654,0,0.2094347547420847,-1.4907017839697994,0,0.9533953646048197,2,True,False,False,False,False,False,7
-0.05855752572083861,-0.778487458261073,1,0.8594091658341481,-0.9916385821051193,0,0.434212016594413,2,False,False,True,False,False,False,2
1.3722040164738902,-0.34277999720318514,0,-0.31054477413156595,0.006487821624240791,0,1.3310615605838432,2,False,True,False,False,False,False,0
-0.06758751692705672,1.616786378939213,0,0.46942451917891004,0.006487821624240791,0,0.424356443641539,2,False,False,False,True,False,False,4
-0.31397376378594666,-0.7025179522304669,1,1.6393784591446239,-1.4907017839697994,1,0.10166379657312728,1,False,False,False,False,False,True,1
-0.42078511794410395,1.7374438296937051,0,-0.8305243030052166,-0.4925753802404393,1,-0.08561299230243972,1,False,False,False,False,True,False,2
1.497536113712374,0.796762593255906,0,0.7294142836157353,0.006487821624240791,0,1.3791214872909963,2,False,True,False,False,False,False,4
-0.29073570085884876,-0.7851906499696559,1,-0.9605191852236292,1.503677427218281,1,0.13764522340834914,1,False,False,True,False,False,False,2
-0.5253009816784483,-0.6488924185618038,0,-0.5705345385683913,0.006487821624240791,0,-0.31760176171482263,0,False,False,False,False,True,False,0
-0.5396095877228426,-0.8455193753469019,0,1.249393812489386,-0.9916385821051193,0,-0.35467814239600814,0,False,False,True,False,False,False,0
0.8598044691527673,1.9608835533131348,0,-0.8305243030052166,1.503677427218281,1,1.1018791255813816,2,True,False,False,False,False,False,3
-0.31662922077552186,0.6939803203909685,0,-0.7005294207868039,-0.9916385821051193,1,0.09745744323971317,1,False,False,False,False,True,False,2
-0.18398288348165256,-0.7226275273562156,1,0.07943987252367203,-1.4907017839697994,0,0.28639619488570045,1,False,False,False,False,False,True,6
-0.8511257101664863,-0.7092211439390498,0,0.46942451917891004,0.5055510234889209,0,-2.72471833462448,0,False,False,True,False,False,False,6
-0.06781828692892251,-0.6980491577580783,1,-0.9605191852236292,0.006487821624240791,1,0.42410313151994256,2,False,False,True,False,False,False,6
-0.4155151623930522,-0.7941282389144331,1,0.8594091658341481,-1.4907017839697994,0,-0.07538213170890398,1,False,False,True,False,False,False,9
-0.8325761316600352,-0.7673154720801015,0,-0.9605191852236292,0.006487821624240791,1,-2.201118151953777,0,False,False,True,False,False,False,3
-0.10776626281288809,-0.6690019936875524,1,1.5093835769262114,-0.4925753802404393,1,0.3791229738220302,2,False,False,False,False,False,True,3
-0.21213032924394135,-0.8365817864021247,1,0.46942451917891004,1.503677427218281,0,0.24953658768526055,1,False,False,False,False,False,True,7
0.5090015073971076,0.3431799543084639,0,-1.090514067442042,-1.4907017839697994,1,0.9017869940440757,2,True,False,False,False,False,False,0
-0.48793226105736287,1.4760193530589725,0,1.6393784591446239,0.006487821624240791,1,-0.2275155923269476,1,False,False,False,True,False,False,8
-0.05606261191455016,1.9899307173836607,0,0.7294142836157353,1.503677427218281,0,0.43691579574475464,2,False,False,False,True,False,False,9
-0.4069170964286002,1.83352291085006,0,-0.8305243030052166,-1.4907017839697994,1,-0.058939968397203724,1,False,False,False,False,True,False,8
-0.647241842300395,-0.6600644047427753,0,-0.9605191852236292,-1.4907017839697994,1,-0.6983577068774393,0,False,False,True,False,False,False,6
-0.846743071767074,-0.6734707881599411,0,1.6393784591446239,0.006487821624240791,1,-2.570290327738297,0,False,False,True,False,False,False,5
-0.10747912085184237,-0.6891115688133012,1,-0.7005294207868039,1.503677427218281,1,0.3794545798281832,2,False,False,False,False,False,True,1
2.7123078448624565,-0.5796261042397806,0,-1.2205089496604546,-1.4907017839697994,1,1.74520763997974,2,True,False,False,False,False,False,4
-0.6598958317610548,-0.7449714997181586,0,1.6393784591446239,0.5055510234889209,1,-0.7491589379175159,0,False,False,False,False,False,True,1
1.7535733092571744,0.3677583239066011,0,1.5093835769262114,-0.4925753802404393,1,1.4698692421343187,2,True,False,False,False,False,False,3
2.5788481407289905,1.3665338884854519,0,-0.5705345385683913,1.503677427218281,0,1.7116390600642912,2,True,False,False,False,False,False,1
-0.35688711254567046,-0.8410505808745133,1,-0.9605191852236292,1.004614225353601,1,0.031110041527043216,1,False,False,False,False,False,True,7
1.9431062271648327,-0.48354702308342584,0,-0.9605191852236292,-0.4925753802404393,1,1.531519495074372,2,False,True,False,False,False,False,5
-0.6049605349078828,0.5643852806916992,0,1.6393784591446239,0.006487821624240791,1,-0.5470866780638263,0,False,False,False,True,False,False,7
-0.3444358369965933,-0.8812697311260106,1,0.9894040480525607,1.503677427218281,0,0.05216665428511899,1,False,False,False,False,False,True,1
-0.6867970329203968,-0.7874250472058502,0,-0.31054477413156595,0.006487821624240791,0,-0.8679416288620564,0,False,False,True,False,False,False,4
-0.1533841667201826,-0.7136899384114384,1,1.249393812489386,1.503677427218281,0,0.3247978358854327,1,False,False,True,False,False,False,5
-0.2810523664390931,-0.823175402984959,1,-1.2205089496604546,0.5055510234889209,1,0.1522174854960921,1,False,False,False,False,False,True,0
-0.3673699589456241,-0.8432849781107076,1,-0.7005294207868039,-1.4907017839697994,1,0.01298545336639173,1,False,False,False,False,False,True,3
1.3167628440669092,-0.4522654617767057,0,0.07943987252367203,1.503677427218281,0,1.3089402157028778,2,True,False,False,False,False,False,2
1.697442944187961,-0.5349381595158946,0,1.1193989302709733,0.006487821624240791,0,1.4507557650381688,2,True,False,False,False,False,False,3
-0.4313728283111343,-0.8879729228345935,1,-0.5705345385683913,1.503677427218281,0,-0.10653199632947466,1,False,False,False,False,False,True,1
-0.3453294754278337,-0.8745665394174278,1,-0.8305243030052166,1.004614225353601,1,0.05067197532617154,1,False,False,True,False,False,False,5
-0.29853598670052783,-0.6511268157979981,1,0.9894040480525607,1.503677427218281,0,0.12572973247572025,1,False,False,False,False,False,True,8
-0.2339424673602608,-0.6600644047427753,1,0.8594091658341481,1.503677427218281,0,0.21987881703456505,1,False,False,False,False,False,True,1
1.050414948750189,1.4782537502951667,0,-0.4405396563499786,-1.4907017839697994,0,1.1942017579107724,2,False,True,False,False,False,False,7
3.376307610099739,-0.2578729022278019,0,0.3394296369604974,0.5055510234889209,0,1.8955684770514163,2,True,False,False,False,False,False,1
-0.6255983005043881,-0.75614348589913,0,-0.5705345385683913,1.004614225353601,0,-0.6177017423555891,0,False,False,False,False,False,True,8
-0.6771627100657653,-0.6757051853961353,0,-0.8305243030052166,-1.4907017839697994,1,-0.8235469210836993,0,False,False,True,False,False,False,3
3.161597122134854,0.6090732254155852,0,1.5093835769262114,1.004614225353601,1,1.849684175079532,2,False,True,False,False,False,False,7
-0.7190689837329189,-0.876800936653622,0,-1.090514067442042,1.004614225353601,1,-1.035313640071934,0,False,False,True,False,False,False,7
-0.7370964938186386,1.185547712353714,0,-1.090514067442042,1.503677427218281,1,-1.1447248570038007,0,False,False,False,False,True,False,1
-0.5384107960133376,-0.74050270524577,0,0.5994194013973226,1.503677427218281,0,-0.3515115386937769,0,False,False,False,False,False,True,0
-0.4108715330797098,-0.6645331992151639,1,1.1193989302709733,-0.9916385821051193,0,-0.06646416373428063,1,False,False,True,False,False,False,7
-0.4166767191679221,-0.1886065879057787,0,0.46942451917891004,0.006487821624240791,0,-0.07762698983137102,1,False,True,False,False,False,False,1
-0.7731730756150177,1.7419126241660936,0,-0.8305243030052166,1.503677427218281,1,-1.4152021284547593,0,False,False,False,False,True,False,4
-0.48597716721041095,-0.861160156000262,0,1.5093835769262114,0.006487821624240791,1,-0.22304558012516182,1,False,False,True,False,False,False,0
-0.144464321646187,-0.8902073200707878,1,1.3793886947077987,-0.9916385821051193,0,0.33568573031786836,2,False,False,True,False,False,False,0
-0.7009696015640665,-0.8298785946935419,0,-0.31054477413156595,0.006487821624240791,0,-0.9375828595793106,0,False,False,True,False,False,False,5
-0.27125827973701594,-0.6444236240894152,1,-0.9605191852236292,-0.9916385821051193,1,0.16671636850097613,1,False,False,False,False,False,True,5
-0.41293564735155824,2.266995974671753,0,-0.1805498919131533,1.004614225353601,0,-0.07041715276864473,1,False,False,False,True,False,False,5
-0.7752510447462652,-0.8566913615278734,0,-0.9605191852236292,0.006487821624240791,1,-1.433613777294766,0,False,False,True,False,False,False,5
-0.04952433057838437,-0.7293307190647985,1,0.5994194013973226,-1.4907017839697994,0,0.44396250553122574,2,False,False,False,False,False,True,5
-0.06735917152558564,2.0815410040676268,0,0.3394296369604974,1.503677427218281,0,0.42460702299153025,2,False,False,False,True,False,False,9
-0.20223354339656857,-0.8499881698192905,1,0.7294142836157353,0.006487821624240791,0,0.26267228185059915,1,False,False,True,False,False,False,8
1.4048594005202817,1.7307406379851222,0,-1.090514067442042,0.5055510234889209,1,1.3438371464229357,2,True,False,False,False,False,False,7
-0.571816074324704,1.6972246794422077,0,-0.7005294207868039,-0.4925753802404393,1,-0.4442904969540391,0,False,False,False,True,False,False,9
-0.09142740030930187,1.985461922911272,0,-1.090514067442042,-0.9916385821051193,1,0.3977970817069607,2,False,False,False,False,True,False,5
0.8960791754385532,0.8503881269245692,0,-1.090514067442042,-0.9916385821051193,1,1.1202067515848493,2,True,False,False,False,False,False,9
-0.2987733377606082,0.6671675535566369,0,-1.090514067442042,-1.4907017839697994,1,0.12536463532317335,1,False,False,False,False,True,False,5
-0.41329682621751784,-0.8097690195677931,1,0.2094347547420847,-0.4925753802404393,0,-0.0711106654291536,1,False,False,True,False,False,False,9
-0.7905708823410496,-0.8276441974573475,0,1.5093835769262114,0.006487821624240791,1,-1.5826454486986137,0,False,False,False,False,False,True,2
-0.17010507697169827,-0.6600644047427753,1,-0.1805498919131533,0.006487821624240791,0,0.3040196642918278,1,False,False,True,False,False,False,8
-0.5327270131306098,-0.6913459660494954,0,-0.05055500969474063,0.006487821624240791,0,-0.33665012539136696,0,False,False,False,False,False,True,2
-0.40208703266346907,-0.7606122803715186,1,1.5093835769262114,-0.9916385821051193,1,-0.04983562725221485,1,True,False,False,False,False,False,2
0.7235984721077908,-0.36065517509273953,0,0.5994194013973226,-0.9916385821051193,0,1.029461191066486,2,False,True,False,False,False,False,7
-0.812858501913371,-0.74050270524577,0,0.9894040480525607,1.004614225353601,0,-1.8573063532696321,0,False,False,False,False,False,True,0
2.7616936643762,0.0705834914927597,0,-0.05055500969474063,-1.4907017839697994,0,1.7573137102549161,2,True,False,False,False,False,False,3
2.417631871054031,-0.7136899384114384,1,-0.05055500969474063,1.503677427218281,0,1.6693143649058357,2,True,False,False,False,False,False,8
-0.10598461448703834,-0.6444236240894152,1,-0.7005294207868039,-0.4925753802404393,1,0.38117850806141046,2,False,False,True,False,False,False,3
1.2211458699317193,0.023661149532679473,0,1.5093835769262114,0.5055510234889209,1,1.2694394041482473,2,False,True,False,False,False,False,6
-0.2891320874762771,2.204432852058313,0,-0.4405396563499786,1.503677427218281,0,0.14007510521843936,1,False,False,False,False,True,False,1
-0.17578297153918152,0.22475690079016616,0,-0.9605191852236292,-0.9916385821051193,1,0.2968516469643989,1,False,False,False,False,True,False,5
-0.2540163401792237,-0.7047523494666612,1,-1.090514067442042,-0.9916385821051193,1,0.1916776652208915,1,False,False,False,False,False,True,6
-0.2619835770766616,1.9742899367303006,0,-0.31054477413156595,0.006487821624240791,0,0.18023084506656456,1,False,False,False,False,True,False,8
-0.7292245090795694,-0.8566913615278734,0,-0.7005294207868039,1.503677427218281,1,-1.0952778265368073,0,False,False,True,False,False,False,4
-0.20206676552655226,1.3933466553197833,0,-1.090514067442042,0.5055510234889209,1,0.26289197930701574,1,False,False,False,True,False,False,2
-0.68467247682442,0.253804064860692,0,0.5994194013973226,1.503677427218281,0,-0.8579585844282425,0,False,False,False,False,True,False,1
2.3543110071424405,0.4012742824495156,0,-0.05055500969474063,0.006487821624240791,0,1.6521207625907852,2,False,True,False,False,False,False,4
-0.026501364343457137,0.7140898955167171,0,-0.8305243030052166,0.006487821624240791,1,0.46833854342969133,2,True,False,False,False,False,False,9
-0.7454510606291518,-0.8879729228345935,0,1.3793886947077987,-1.4907017839697994,0,-1.2004120608780855,0,False,False,True,False,False,False,4
-0.15847703984953992,-0.823175402984959,1,-0.9605191852236292,1.004614225353601,1,0.3185206923538398,1,False,False,True,False,False,False,5
-0.5328867769780554,0.7610122374767974,0,0.5994194013973226,1.004614225353601,0,-0.3370644704896421,0,False,False,False,True,False,False,8
-0.33187545442974853,0.7922937987835175,0,1.6393784591446239,1.004614225353601,1,0.07291212508480005,1,False,False,False,False,True,False,7
-0.6731256638154888,1.3017363686358172,0,-1.2205089496604546,1.004614225353601,1,-0.805586547439901,0,False,False,False,False,True,False,2
-0.4269415247180827,-0.7606122803715186,1,-0.7005294207868039,1.503677427218281,1,-0.09771647717431692,1,False,False,True,False,False,False,2
-0.7587873153223448,-0.6690019936875524,0,0.2094347547420847,1.503677427218281,0,-1.2972714646479109,0,False,False,False,False,False,True,9
-0.6173227929853209,-0.7606122803715186,0,1.6393784591446239,-1.4907017839697994,1,-0.5887059651856335,0,False,False,True,False,False,False,9
-0.3045179088389495,0.22699129802636045,0,1.1193989302709733,-0.4925753802404393,0,0.11648200405906738,1,False,False,False,True,False,False,1
2.916127547410955,0.021426752296485177,0,0.46942451917891004,1.004614225353601,0,1.7941361744709667,2,False,True,False,False,False,False,5
-0.10781622689959604,-0.7829562527334616,1,-1.090514067442042,0.5055510234889209,1,0.3790652600863077,2,False,False,True,False,False,False,5
-0.6594301352995035,-0.6913459660494954,0,-0.4405396563499786,-0.4925753802404393,0,-0.7472367324214642,0,False,False,False,False,False,True,4
-0.16300662635145363,0.17113136712150304,0,-0.31054477413156595,-0.4925753802404393,0,0.31290017133915576,1,False,False,False,False,True,False,1
-0.5071796915131711,-0.8298785946935419,0,-1.090514067442042,-0.9916385821051193,1,-0.2727704405659506,0,False,False,True,False,False,False,4
-0.4122511307043727,2.045790648288518,0,1.249393812489386,0.5055510234889209,0,-0.06910427631645415,1,False,False,False,False,True,False,1
-0.4707461739015233,-0.6980491577580783,0,0.9894040480525607,-0.4925753802404393,0,-0.18897430767444032,1,False,False,False,False,False,True,6
-0.4367202844819496,-0.8879729228345935,1,1.6393784591446239,-1.4907017839697994,1,-0.11728832209370349,1,False,False,False,False,False,True,0
-0.11231412041063443,-0.4209839004699856,0,-0.8305243030052166,-0.9916385821051193,1,0.3738542458982131,2,False,False,False,False,True,False,7
-0.47145095328057995,-0.8902073200707878,0,-1.090514067442042,-1.4907017839697994,1,-0.19052227475877714,1,False,False,False,False,False,True,6
-0.08634457195300889,-0.7203931301200213,1,0.07943987252367203,1.004614225353601,0,0.4035269442841014,2,False,False,False,False,False,True,4
-0.34477917773107664,-0.7851906499696559,1,1.3793886947077987,-0.9916385821051193,0,0.05159268903773744,1,False,False,True,False,False,False,6
-0.21081333826518808,-0.8365817864021247,1,0.5994194013973226,1.503677427218281,0,0.2512958732313595,1,False,False,False,False,False,True,0
1.9859794834251705,0.49958776084206463,0,-0.8305243030052166,-0.9916385821051193,1,1.5448890543881308,2,False,True,False,False,False,False,9
-0.7086630318026301,0.7744186208939631,0,0.46942451917891004,-0.9916385821051193,0,-0.9778142975068016,0,False,False,False,True,False,False,2
-0.8611425137334034,-0.718158732883827,0,1.3793886947077987,-1.4907017839697994,0,-3.23108546956282,0,False,False,False,False,False,True,9
-0.0711505538001425,0.20911612013680608,0,0.7294142836157353,1.503677427218281,0,0.42043725774239393,2,False,False,False,True,False,False,2
-0.7679270196964295,1.5452856673809956,0,-1.090514067442042,1.503677427218281,1,-1.3703554901945627,0,False,False,False,False,True,False,3
-0.4371921290373594,2.1552761128620386,0,1.249393812489386,1.503677427218281,0,-0.1182437355160136,1,False,False,False,True,False,False,8
2.7787217195420197,0.22028810631777757,0,1.1193989302709733,1.503677427218281,0,1.7614497488721474,2,True,False,False,False,False,False,6
0.3662927320931755,0.8280441545626263,0,-0.31054477413156595,-0.9916385821051193,0,0.8053909775565941,2,False,True,False,False,False,False,3
-0.06065714306989713,-0.8924417173069821,1,0.2094347547420847,1.503677427218281,0,0.43193020967848167,2,False,False,True,False,False,False,2
-0.809563816348271,-0.7918938416782387,0,-1.2205089496604546,1.503677427218281,1,-1.8109359794212099,0,False,False,False,False,False,True,7
1.9067643248109614,0.6671675535566369,0,-1.2205089496604546,0.006487821624240791,1,1.5200263611938662,2,False,True,False,False,False,False,8
-0.1563297964212971,-0.8053002250954046,1,-1.3505038318788674,-0.9916385821051193,1,0.3211726740731875,1,False,False,False,False,False,True,1
-0.041723438586606695,-0.6645331992151639,1,-0.05055500969474063,1.004614225353601,0,0.45229727004695874,2,False,False,True,False,False,False,5
-0.5839608977024479,-0.6466580213256095,0,-0.1805498919131533,1.004614225353601,0,-0.4805863926823647,0,False,False,True,False,False,False,8
0.4863537480732815,0.030364341241262364,0,-0.5705345385683913,1.004614225353601,0,0.8871725833203727,2,True,False,False,False,False,False,7
-0.22521953447547463,-0.6690019936875524,1,-0.05055500969474063,1.503677427218281,0,0.23185880437987447,1,False,False,False,False,False,True,8
-0.8262654163894992,1.029139905820113,0,-1.3505038318788674,0.006487821624240791,1,-2.0759361999439965,0,False,False,False,False,True,False,5
2.0530770954160777,1.1967196985346853,0,-1.090514067442042,0.006487821624240791,1,1.5654156516462039,2,True,False,False,False,False,False,3
-0.6917554273207119,-0.7270963218286042,0,-0.31054477413156595,1.004614225353601,0,-0.8916881173206219,0,False,False,True,False,False,False,1
-0.7923536563742254,-0.8209410057487646,0,-1.3505038318788674,1.004614225353601,1,-1.6017381763164344,0,False,False,True,False,False,False,1
2.80654496159437,0.946467208080924,0,1.249393812489386,-0.9916385821051193,0,1.7681665778207059,2,False,True,False,False,False,False,9
-0.7803782086526353,-0.8254098002211532,0,0.46942451917891004,0.5055510234889209,0,-1.4807513591328136,0,False,False,True,False,False,False,5
-0.25136296141855846,-0.6466580213256095,1,-0.9605191852236292,1.503677427218281,1,0.1954572479792378,1,False,False,True,False,False,False,4
0.8055400938659953,0.9285920301913696,0,0.3394296369604974,-1.4907017839697994,0,1.073733756514477,2,False,True,False,False,False,False,3
-0.13922484678581326,1.098406220142136,0,0.5994194013973226,0.5055510234889209,0,0.34201934335073164,2,False,False,False,False,True,False,5
-0.19178507436649897,-0.8678633477088449,1,1.3793886947077987,-0.4925753802404393,0,0.27633188219340526,1,False,False,False,False,False,True,6
-0.5698810700238808,-0.838816183638319,0,0.46942451917891004,0.5055510234889209,0,-0.43864257574677523,0,False,False,True,False,False,False,0
-0.3033198098724145,-0.838816183638319,1,-0.9605191852236292,0.006487821624240791,1,0.11834195379641907,1,False,False,False,False,False,True,9
-0.24684896163346876,0.5777916641088651,0,-0.7005294207868039,-0.4925753802404393,1,0.20185032679035905,1,False,False,False,True,False,False,5
1.290668255503207,1.871507663865363,0,-0.05055500969474063,-1.4907017839697994,0,1.2983338458327296,2,False,True,False,False,False,False,5
-0.4213196557382945,-0.6801739798685239,1,-1.090514067442042,-0.4925753802404393,1,-0.08665735648330318,1,False,False,False,False,False,True,3
-0.6627897655180365,-0.23106013539347034,0,1.6393784591446239,-1.4907017839697994,1,-0.7611984021446906,0,False,False,False,True,False,False,9
-0.3962014017978709,-0.8589257587640676,1,-1.3505038318788674,1.004614225353601,1,-0.03886671376629034,1,False,False,False,False,False,True,7
-0.8344315571121851,0.29849200958457794,0,-1.3505038318788674,1.503677427218281,1,-2.2415627790151964,0,False,False,False,True,False,False,2
-0.10913598885022917,-0.8209410057487646,1,0.07943987252367203,-0.9916385821051193,0,0.3775394332688664,2,False,False,False,False,False,True,9
-0.6478786462755249,-0.7740186637886844,0,-0.31054477413156595,-0.9916385821051193,0,-0.7008457631827782,0,False,False,True,False,False,False,2
2.946912871809957,2.188792071404953,0,-1.090514067442042,-1.4907017839697994,1,1.8012968590002145,2,True,False,False,False,False,False,4
2.5454482311756412,1.1766101234089366,0,1.249393812489386,1.004614225353601,0,1.7030351110301951,2,True,False,False,False,False,False,0
-0.2219087426363233,2.0793066068314325,0,-1.2205089496604546,1.503677427218281,1,0.23636369879335256,1,False,False,False,False,True,False,8
-0.6212042318459715,-0.7896594444420445,0,0.5994194013973226,1.503677427218281,0,-0.6021875914124216,0,False,False,False,False,False,True,8
-0.6483846084222049,-0.7047523494666612,0,0.9894040480525607,0.006487821624240791,0,-0.7028276052176318,0,False,False,True,False,False,False,3
-0.4717838162776427,-0.7650810748439072,0,0.8594091658341481,0.006487821624240791,0,-0.19125431238981547,1,False,False,False,False,False,True,1
-0.4105029072268232,-0.8946761145431764,1,-0.9605191852236292,1.004614225353601,1,-0.06576006174069,1,False,False,True,False,False,False,1
-0.3955920477629254,-0.6824083771047182,1,1.5093835769262114,1.004614225353601,1,-0.03773880093203673,1,False,False,True,False,False,False,9
-0.4439171046039277,-0.876800936653622,0,-0.5705345385683913,0.006487821624240791,0,-0.13197407753008453,1,False,False,False,False,False,True,7
